Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"E Prandin","Decentralized Finance: A New Challenge for Regulators",2021,"Bocconi Legal Papers","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/bocclp16&section=8","",238,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,3,"… finance, which does not fully depict DeFi and can bias how it is perceived. Calculating and describing DeFi as opposed to, or derivative of, traditional finance … In this article, the term DeFi …","","https://scholar.google.com/scholar?q=related:6HOppQ2-z8MJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
16,"E Bischof, A Botezatu, S Jakimov, I Suharenko, ...","Longevity foundation: Perspective on decentralized autonomous organization for special-purpose financing",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9739690/","https://scholar.google.com/scholar?cites=13162026206980934955&as_sdt=2005&sciodt=0,5&hl=en",239,"2024-07-30 23:13:48","","","","",,,,,16,8.00,3,5,2,"… with decentralized … ized finance (DeFi) community foundation and public charity offering Donor-Advised Funds, DAO1 [34] is a platform to provide access to the next generation of DeFi …","https://ieeexplore.ieee.org/iel7/6287639/9668973/09739690.pdf","https://scholar.google.com/scholar?q=related:Kw17jxnpqLYJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
11,"Y Kaneko","A time-series analysis of how google trends searches affect cryptocurrency prices for decentralized finance and non-fungible tokens",2021,"2021 International Conference on Data Mining …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9679887/","https://scholar.google.com/scholar?cites=14248614555307767429&as_sdt=2005&sciodt=0,5&hl=en",240,"2024-07-30 23:13:48","","","","",,,,,11,3.67,11,1,3,"… boom engendered the creation of Decentralized Finance (DeFi) [2], … Transparent transactions are one outstanding feature of DeFi. … DeFi-based financial services are expected to expand …","","https://scholar.google.com/scholar?q=related:hXaUFnI_vcUJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
4,"V Brühl","German title: Decentralised Finance (DeFi)–wie die Tokenisierung die Finanzindustrie verändert (Decentralised Finance–The Impact of Tokenization on the Financial …",2021,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3843207","https://scholar.google.com/scholar?cites=17108305188075682910&as_sdt=2005&sciodt=0,5&hl=en",241,"2024-07-30 23:13:48","","","","",,,,,4,1.33,4,1,3,"… decentralisation of financial services (“decentralised finance”) that can be offered largely … platforms, capital markets solutions and corporate financing. A rapidly growing ecosystem of …","https://www.econstor.eu/bitstream/10419/234021/1/1757615040.pdf","https://scholar.google.com/scholar?q=related:Xjw5xOzobO0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"M Civiero","Crypto-assets and decentralized finance",,"thesis.unipd.it","","https://thesis.unipd.it/bitstream/20.500.12608/23293/1/Civiero_Marco.pdf","",242,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,1,,"… computed in a decentralized database existing on the net; … services provided by decentralized finance algorithms. The … as compared to traditional centralized finance. The main target …","https://thesis.unipd.it/bitstream/20.500.12608/23293/1/Civiero_Marco.pdf","https://scholar.google.com/scholar?q=related:vG_xWGcBrpcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
5,"M Tarhini","Application of asset tokenization, smart contracts and decentralized finance in agriculture",2021,"Revista de Studii Financiare","ceeol.com","https://www.ceeol.com/search/article-detail?id=1045924","https://scholar.google.com/scholar?cites=7865475497722512841&as_sdt=2005&sciodt=0,5&hl=en",243,"2024-07-30 23:13:48","","","","",,,,,5,1.67,5,1,3,"… for applying Decentralized Finance (DeFi) operations in a real life Agricultural finance application … The paper is exploring the boundaries and the depth of Decentralized Finance while …","https://www.researchgate.net/profile/Mahmoud-Tarhini/publication/359405881_Application_of_asset_tokenization_smart_contracts_and_decentralized_finance_in_agriculture/links/64972a7495bbbe0c6ef02bca/Application-of-asset-tokenization-smart-contracts-and-decentralized-finance-in-agriculture.pdf","https://scholar.google.com/scholar?q=related:yQVKx0rIJ20J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"C Friesendorf, A Blütener","Decentralized Finance: Use-Cases",2023,"Decentralized Finance (DeFi) How …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-37488-3_9","",244,"2024-07-30 23:13:48","","10.1007/978-3-031-37488-3_9","","",,,,,0,0.00,0,2,1,"… This chapter provides a comprehensive view of decentralized finance (DeFi) tools … of decentralized stablecoins, we provide detailed insights into decentralized exchanges, decentralized …","","https://scholar.google.com/scholar?q=related:Tb9OGe0VFLsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"LTM Nguyen, PT Nguyen","Determinants of cryptocurrency and decentralized finance adoption-A configurational exploration",2024,"Technological Forecasting and Social Change","Elsevier","https://www.sciencedirect.com/science/article/pii/S0040162524000404","https://scholar.google.com/scholar?cites=16003397445258576460&as_sdt=2005&sciodt=0,5&hl=en",245,"2024-07-30 23:13:48","HTML","","","",,,,,3,3.00,2,2,1,"… and decentralized finance (DeFi). We … and DeFi adoption. In addition, our analysis highlights the key role of the social, economic, and cultural factors in influencing both crypto and DeFi …","https://www.sciencedirect.com/science/article/pii/S0040162524000404","https://scholar.google.com/scholar?q=related:TAII1C99F94J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
10,"L Heimbach, Q Kniep, Y Vonlanthen, ...","Defi and nfts hinder blockchain scalability",2023,"… Conference on Financial …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-47751-5_17","https://scholar.google.com/scholar?cites=8038190646010662783&as_sdt=2005&sciodt=0,5&hl=en",246,"2024-07-30 23:13:48","","10.1007/978-3-031-47751-5_17","","",,,,,10,10.00,3,4,1,"… More recently, however, decentralized finance (DeFi) and NFT … Transactions on DeFi and NFT marketplaces often interact … We find that the rise of DeFi and NFT marketplaces has led to …","https://arxiv.org/pdf/2302.06708","https://scholar.google.com/scholar?q=related:f09V7M1jjW8J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
12,"C Castro-Iragorri, J Ramirez, S Velez","Financial intermediation and risk in decentralized lending protocols",2021,"arXiv preprint arXiv:2107.14678","arxiv.org","https://arxiv.org/abs/2107.14678","https://scholar.google.com/scholar?cites=3383257163621272105&as_sdt=2005&sciodt=0,5&hl=en",247,"2024-07-30 23:13:48","","","","",,,,,12,4.00,4,3,3,"… Compound and Aave are two of the most important application in the decentralized finance (DeFi) ecosystem. Using publicly available information on rates, supply and borrow activity, …","https://arxiv.org/pdf/2107.14678","https://scholar.google.com/scholar?q=related:KQpxDXe-8y4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
4,"JL Caton Jr, C Harwick","Cryptocurrency, Decentralized Finance, and the Evolution of Money: A Transaction Costs Approach",2022,"Journal of New Finance","jnf.ufm.edu","https://jnf.ufm.edu/journal/vol2/iss4/3/","https://scholar.google.com/scholar?cites=15240275879897922295&as_sdt=2005&sciodt=0,5&hl=en",248,"2024-07-30 23:13:48","","","","",,,,,4,2.00,2,2,2,"… and decentralized finance, as well as the potential impact of these technologies on economic organization. The development of digital money and decentralized finance follows along …","https://jnf.ufm.edu/cgi/viewcontent.cgi?article=1027&context=journal","https://scholar.google.com/scholar?q=related:9_pElCpWgNMJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
50,"J Xu, N Vadgama","From banks to defi: the evolution of the lending market",2022,"Enabling the Internet of Value: How Blockchain …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-78184-2_6","https://scholar.google.com/scholar?cites=18221498122187528158&as_sdt=2005&sciodt=0,5&hl=en",249,"2024-07-30 23:13:48","","10.1007/978-3-030-78184-2_6","","",,,,,50,25.00,25,2,2,"… 4, we elaborate on new lending protocols in the decentralised finance (DeFi) space and argue how blockchain technology can empower lending markets for the age of the Internet of …","https://arxiv.org/pdf/2104.00970","https://scholar.google.com/scholar?q=related:3ldvIADE3_wJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"SNP Nwankwo","DECENTRALIZED FINANCE (DeFi) RISKS AND REGULATION: AN INVESTIGATIVE ANALYSIS",2024,"Advance Journal of Banking, Finance and …","eprints.gouni.edu.ng","http://eprints.gouni.edu.ng/4329/","",250,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,1,"… DeFi platforms has also raised concerns regarding the risks associated with this decentralized … This investigative analysis highlights the risks associated with decentralized finance (DeFi…","http://eprints.gouni.edu.ng/4329/1/Simon%20Nwagbala%20Peter%20Nwankwo%202%20%281%29.pdf","https://scholar.google.com/scholar?q=related:zc2sI7XX0qYJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"S Bhusal","Development of decentralized finance and its impact on global financing structures",2021,"International Business and Global Economy","czasopisma.bg.ug.edu.pl","https://czasopisma.bg.ug.edu.pl/index.php/IBage/article/view/7473","",251,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,3,"… This article discusses decentralized finance, its development, and its impact on global financing … Decentralized finance is a new revolution in the finance and payment structure sector, …","https://czasopisma.bg.ug.edu.pl/index.php/IBage/article/download/7473/6624","https://scholar.google.com/scholar?q=related:hW0G8h_PoQIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
20,"P Kutsyk, K Redchenko, R Voronko","Management control and modern decentralized technologies",2020,"Baltic Journal of Economic …","cyberleninka.ru","https://cyberleninka.ru/article/n/management-control-and-modern-decentralized-technologies","https://scholar.google.com/scholar?cites=15646953412706067547&as_sdt=2005&sciodt=0,5&hl=en",252,"2024-07-30 23:13:48","HTML","","","",,,,,20,5.00,7,3,4,"… The conclusion is that the blockchain-based decentralized … The decentralized model of management control is relevant … be seen in the field of decentralized finance (DeFi), where a wide …","https://cyberleninka.ru/article/n/management-control-and-modern-decentralized-technologies","https://scholar.google.com/scholar?q=related:W2RuTTolJdkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
373,"B Klagge, R Martin","Decentralized versus centralized financial systems: is there a case for local capital markets?",2005,"Journal of Economic Geography","academic.oup.com","https://academic.oup.com/joeg/article-abstract/5/4/387/923088","https://scholar.google.com/scholar?cites=9375903901376448691&as_sdt=2005&sciodt=0,5&hl=en",253,"2024-07-30 23:13:48","","","","",,,,,373,19.63,187,2,19,"… and policy interest in the financing problems faced by new … regions, while a more decentralized financial system, like that in … the context of the regional finance literature. It then compares …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=90dd42aeaca30ff889dab793297d5eb4ee0357d7","https://scholar.google.com/scholar?q=related:swi-MezmHYIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"K Kirkpatrick, MB Hanson, AB Daily, T Spiegler","Decentralized Finance-Risks, Regulation, and the Road Ahead",,"The Journal of Robotics …","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/rail5&section=13","",254,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,4,,"… has made it clear that the regulation of DeFi platforms and stablecoins is on the SEC's agenda. … against a DeFi platform in August 2021.4 In this article, we explore the risks of DeFi as it …","","https://scholar.google.com/scholar?q=related:hpTcpa3khMUJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"BR Schellinger","The Secret Key to the Heart of Decentralized Finance",,"fim-rc.de","","https://www.fim-rc.de/Paperbibliothek/Veroeffentlicht/1611/wi-1611.pdf","",255,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,1,,"… the role of blockchain, in traditional banking and finance. Then, I will describe the goals, potentials, and challenges of decentralized finance. Furthermore, I will explain the technical …","https://www.fim-rc.de/Paperbibliothek/Veroeffentlicht/1611/wi-1611.pdf","https://scholar.google.com/scholar?q=related:JxhVde06U5oJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"P Schueffel","What Colour Are the Bricks? Unboxing the DeFi Model-A Literature Survey, Empirical Study and Taxonomy of Decentralized Finance",2022,"… Study and Taxonomy of Decentralized Finance …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4358428","",256,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,2,"… of decentralized finance (DeFi), which is a decentralized, public and unreliable ecosystem that combines various financial services based on public blockchains, mainly Ethereum. DeFi …","","https://scholar.google.com/scholar?q=related:Jl8f2fYiJ30J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"CAD Junior, FJB Laurindo","IT Strategic alignment in the decentralized finance (DeFi): CBDC and digital currencies",2024,"arXiv preprint arXiv:2405.10678","arxiv.org","https://arxiv.org/abs/2405.10678","",257,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,2,1,"… in the DeFi? And 2) How the elements connect to the IT strategic alignment in DeFi? Through a … and IT strategic alignment in a Decentralized Finance (DeFi) architectural network. After …","https://arxiv.org/pdf/2405.10678","https://scholar.google.com/scholar?q=related:GxW5i1FkEGoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"F Irresberger, K John, F Saleh","Decentralized lending",2024,"… to Decentralized Finance, Digital …","elgaronline.com","https://www.elgaronline.com/edcollchap/book/9781035307760/book-part-9781035307760-7.xml","",258,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… Decentralized finance (DeFi) is a new type of financial market infrastructure based on … represent the basis for many DeFi applications. With the emergence of the term “DeFi,” activities by …","","https://scholar.google.com/scholar?q=related:_9hRCynRFo4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"S Mahmud, T Wahid, AN Chowdhury, ...","The implication of DeFi (Decentralized Finance) in disrupting the global banking system",2023,"Available at SSRN …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4491898","https://scholar.google.com/scholar?cites=6748582593727553541&as_sdt=2005&sciodt=0,5&hl=en",259,"2024-07-30 23:13:48","","","","",,,,,2,2.00,1,4,1,"… the growth of decentralized finance (DeFi). DeFi is a new and experimental technology with a thorough understanding of its benefits and drawbacks. Decentralized finance has emerged …","https://www.researchgate.net/profile/Sakib-Mahmud-5/publication/372189525_The_implication_of_DeFi_Decentralized_Finance_in_disrupting_the_global_banking_system/links/64b41925c41fb852dd7b658e/The-Implication-of-Defi-Decentralized-Finance-in-Disrupting-the-Global-Banking-System.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9","https://scholar.google.com/scholar?q=related:BeCDDB3Ip10J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
